date_added,domain,status,confidence,campaign_ref,notes
2026-07-08,fxsroofing.com,compromised-legit-site,high,writeups/2026-07-storm2372-fxsroofing,"Legitimate business site compromised, hosts phishing content under /trans-canada/project/"
